datetime;Engine rpm;Lub oil pressure;Fuel pressure;Coolant pressure;lub oil temp;Coolant temp;Engine Condition
2:30:40;687;"2,294836972";"10,18601529";"1,736423019";"76,77448168";"74,15518463";0
2:30:41;713;"1,864006589";"5,230138734";"1,257343634";"76,80767554";"72,56259568";0
2:30:42;649;"3,804476984";"11,69497374";"2,21962057";"76,82329603";"85,58329863";1
2:30:43;577;"3,820453883";"6,015166598";"1,378378443";"81,26686935";"78,75677955";1
2:30:44;1196;"2,269926129";"4,904757703";"1,160123952";"77,67581755";"84,77760163";0
2:30:45;493;"2,021307427";"6,113167056";"1,734097824";"81,23395029";"67,67213654";1
2:30:46;454;"2,899572165";"3,889567418";"2,268281176";"75,78933526";"72,94910794";0
2:30:47;1312;"2,515628554";"6,778108635";"2,634588921";"85,71541981";"89,47812156";1
2:30:48;513;"3,25204858";"7,277685472";"3,125630702";"75,40878331";"70,65256233";1
2:30:49;750;"2,675206709";"7,571558935";"3,495979358";"75,4389513";"77,23455369";1
2:30:50;599;"2,384932899";"7,369929561";"1,279160505";"77,13913683";"81,33825247";1
2:30:51;617;"4,036911503";"7,407675461";"2,909223372";"76,21185856";"82,63960232";0
2:30:52;1342;"4,229647099";"7,034802073";"2,443308785";"78,79291506";"82,09581352";0
2:30:53;452;"3,997078372";"5,2459335";"1,201023077";"76,88195717";"74,78289595";0
2:30:54;457;"3,560818653";"6,459346682";"2,291433666";"74,66553034";"88,88818644";1
2:30:55;778;"2,076533907";"7,363718069";"5,227736853";"72,85136642";"76,83837519";1
2:30:56;1393;"3,799252769";"4,916341253";"2,773156757";"76,94699798";"77,75984618";0
2:30:57;1116;"4,572147954";"7,082124265";"1,237339347";"75,80404377";"87,46018481";0
2:30:58;760;"3,861759165";"4,818626185";"1,944989485";"76,69476299";"74,79100992";1
2:30:59;1162;"3,042374725";"6,605261543";"1,668399152";"77,71602695";"84,74084831";1
2:31:00;587;"5,004467378";"5,890679352";"2,058288509";"77,45998223";"81,01674013";1
2:31:01;498;"1,732734916";"6,478733334";"3,092444414";"74,76386743";"82,69764467";1
2:31:02;788;"2,93577268";"5,524147059";"2,986184911";"76,37276162";"85,16192169";1
2:31:03;557;"2,320431056";"6,098094032";"1,692637362";"76,59655847";"73,0918126";1
2:31:04;464;"2,048807721";"7,200355637";"1,989920768";"79,92984231";"73,19270344";1
2:31:05;444;"4,936607258";"9,022182595";"1,824019466";"74,99802491";"80,88482249";1
2:31:06;887;"4,048884993";"5,807127734";"1,837994899";"77,79746222";"82,25462073";0
2:31:07;614;"2,736396939";"11,87199778";"3,296613498";"75,4014904";"85,72460056";1
2:31:08;1119;"4,538165843";"5,402740511";"4,871096366";"76,37772154";"64,82626104";0
2:31:09;455;"1,934685856";"5,220270647";"1,956685231";"77,09267254";"72,56663949";1
2:31:10;615;"3,439791686";"8,395797888";"5,322421049";"75,45274644";"73,20862223";1
2:31:11;660;"2,568964134";"5,569188868";"3,556142228";"75,65139405";"77,47247779";0
2:31:12;711;"4,011237969";"5,800924371";"2,637964215";"74,39775679";"83,88183505";0
2:31:13;624;"2,14053252";"7,808190467";"2,623795944";"75,50728057";"82,51208843";1
2:31:14;519;"3,240552484";"8,63566703";"2,615427515";"77,15825257";"77,16718947";1
2:31:15;1315;"4,249952267";"7,116549211";"3,214132402";"75,83607017";"78,18772234";0
2:31:16;847;"4,001388055";"5,269089871";"2,693422662";"76,76589257";"83,15869711";0
2:31:17;690;"5,40598474";"4,414792675";"2,583065629";"79,77666355";"78,97597364";0
2:31:18;622;"4,003186831";"11,59806732";"1,982874498";"77,41225669";"79,02707069";1
2:31:19;912;"3,216756808";"6,055560601";"1,782713545";"78,03509022";"81,30376078";1
2:31:20;981;"4,039091809";"4,116960531";"1,842127203";"76,80388762";"72,37231476";1
2:31:21;1282;"2,867943836";"7,174578296";"2,773611044";"74,9214687";"85,90793234";1
2:31:22;1062;"4,533288757";"5,031190516";"1,590091754";"78,01377194";"82,58805548";0
2:31:23;1122;"4,112823396";"8,032991561";"3,657371622";"77,7533716";"72,77879353";0
2:31:24;426;"2,736499523";"14,5542909";"1,647078271";"84,29464703";"66,64228931";1
2:31:25;784;"2,643907604";"3,261659075";"1,873529786";"75,08320607";"78,33972349";1
2:31:26;589;"3,97889536";"8,108216972";"1,854879655";"78,74952076";"67,41231196";1
2:31:27;961;"3,205104638";"7,413039973";"2,921350569";"74,70632966";"83,89771092";0
2:31:28;846;"3,586614485";"4,694549344";"2,683228951";"84,81792538";"88,38655738";0
2:31:29;1356;"4,825147238";"7,549311266";"2,610673786";"76,02658914";"76,83777959";1
2:31:30;929;"2,27538701";"3,263328178";"1,424544391";"83,37837238";"77,0243075";1
2:31:31;443;"4,6898832";"9,527432789";"5,548916505";"78,4215234";"69,23267188";1
2:31:32;577;"4,334077951";"4,667948559";"2,880039409";"82,04258311";"77,0516576";0
2:31:33;718;"4,685235015";"7,656186466";"1,810880357";"75,87995476";"90,24474848";1
2:31:34;1085;"3,479050151";"4,294771271";"1,991101341";"77,64944688";"65,40826005";0
2:31:35;678;"2,387830361";"10,82183294";"1,016285692";"74,70381085";"78,90407027";1
2:31:36;874;"2,987447608";"5,136330794";"2,22455646";"75,63862722";"75,08052141";1
2:31:37;968;"5,188625628";"6,270315745";"2,241498156";"76,78155977";"65,99415978";1
2:31:38;670;"5,280322912";"4,17431439";"2,019210331";"76,1752786";"75,76298005";0
2:31:39;894;"1,967838487";"9,16691096";"3,684571994";"76,77636628";"79,19576362";1
2:31:40;627;"4,83523301";"4,825515495";"4,048595263";"78,63345807";"82,50868624";1
2:31:41;585;"2,447679212";"5,080719171";"2,57103692";"75,3412842";"80,89815548";0
2:31:42;492;"2,329579297";"8,051182288";"2,280252598";"79,20169705";"79,21382555";1
2:31:43;469;"3,37333979";"5,752503523";"2,811195144";"77,66459905";"68,10481503";1
2:31:44;437;"2,538415079";"6,988084209";"3,635883239";"75,65185794";"77,29154483";1
2:31:45;734;"3,344163082";"5,173060455";"1,867627458";"77,34889648";"74,12053709";1
2:31:46;980;"2,951625571";"7,964782315";"1,880105499";"76,09225092";"69,87422762";1
2:31:47;966;"4,49628168";"6,518824191";"2,472632795";"77,82021493";"70,82803823";1
2:31:48;560;"2,042660093";"5,01349931";"1,665586957";"74,38422146";"86,69194756";0
2:31:49;664;"3,272210911";"9,392983393";"1,305529582";"76,31968506";"84,13790928";1
2:31:50;699;"2,341508446";"7,977658159";"1,639747875";"82,03861526";"91,48318456";1
2:31:51;434;"2,02221058";"7,296464227";"3,127282191";"74,99135154";"80,44095425";1
2:31:52;888;"3,67568522";"5,202422536";"1,18049067";"76,16710877";"85,63597131";1
2:31:53;728;"4,022370177";"6,326276563";"1,787127785";"76,27296314";"85,25258098";0
2:31:54;674;"2,749527096";"12,77393977";"3,762783284";"76,33810565";"68,79481561";1
2:31:55;701;"2,552817744";"4,297763491";"3,177603487";"82,93711855";"73,91138545";0
2:31:56;559;"3,575274092";"3,629712803";"1,569333922";"75,63902403";"70,46705013";1
2:31:57;1174;"4,176767873";"8,548838484";"5,65638308";"74,36388654";"71,58571346";1
2:31:58;652;"4,690347209";"6,817049273";"2,982626203";"76,89343713";"72,83342387";1
2:31:59;570;"5,054126484";"7,137437262";"2,397430544";"75,75234578";"67,2849751";1
2:32:00;779;"4,982419141";"6,317337013";"1,286841467";"76,94670662";"64,92804682";0
2:32:01;422;"2,181390307";"3,263030381";"2,346018507";"73,10991284";"81,52620837";1
2:32:02;585;"1,921917373";"5,592566379";"1,528384208";"81,43255335";"87,18899473";1
2:32:03;1521;"3,501033685";"6,746939485";"1,923696922";"77,57661967";"80,79564112";0
2:32:04;822;"1,038575294";"6,969479851";"0,49119892";"74,48898421";"70,45964033";1
2:32:05;927;"4,855609548";"10,45407294";"2,419949531";"84,62503041";"78,53051873";1
2:32:06;1186;"2,542248429";"5,780499296";"4,030529199";"77,70318159";"73,7402468";0
2:32:07;688;"2,22958178";"7,149705926";"1,525571126";"74,65077684";"70,95953056";0
2:32:08;407;"2,955656743";"10,65524831";"3,520555648";"74,52483696";"84,76534005";1
2:32:09;1097;"3,990161307";"0,568141272";"2,632069333";"76,4221696";"84,82814889";0
2:32:10;785;"4,631654809";"5,939771475";"2,786504396";"76,65975029";"82,31598784";0
2:32:11;686;"2,416846169";"5,5774023";"1,087944208";"74,61820895";"75,83855518";1
2:32:12;1187;"2,544725347";"4,327270779";"1,104077908";"86,35505247";"82,81491692";1
2:32:13;782;"3,830238553";"3,502596402";"2,748021642";"85,64699573";"85,49380361";0
2:32:14;1018;"2,026895018";"2,480233375";"1,399525628";"77,24852769";"76,00301064";0
2:32:15;864;"5,376284497";"9,207124616";"3,943921417";"77,10944012";"82,23950094";0
2:32:16;1311;"2,984377609";"8,322344135";"1,17902829";"77,33427651";"67,8707267";0
2:32:17;1360;"3,766164003";"6,230961085";"1,821241727";"77,55257178";"81,57991683";0
2:32:18;837;"5,001720637";"5,756578808";"1,687035951";"76,56072985";"69,3401045";0
2:32:19;1276;"5,481771577";"5,348832397";"2,470789281";"76,5336673";"77,49076019";1
2:32:20;520;"3,595404872";"12,19896676";"1,856997792";"77,89996409";"77,90551202";1
2:32:21;560;"4,993738136";"8,61463353";"1,041916549";"74,91621021";"78,74915474";1
2:32:22;711;"3,382604379";"10,24843903";"3,076596808";"73,55376909";"80,52998875";1
2:32:23;769;"3,434042977";"5,649268549";"1,493369462";"78,1993683";"82,42320949";1
2:32:24;490;"4,159162361";"2,613083533";"2,678490197";"75,75071446";"74,96718832";1
2:32:25;820;"2,223658806";"9,981141631";"2,188640103";"76,29973451";"85,27480198";1
2:32:26;1314;"3,081634441";"10,88984796";"1,295329568";"76,90470616";"65,46838012";1
2:32:27;567;"1,965291822";"3,385490329";"2,471226032";"76,46290648";"77,1323478";1
2:32:28;680;"3,97202865";"7,746926076";"1,999396685";"81,31991741";"90,74556956";0
2:32:29;1073;"3,996285668";"8,005575743";"3,5333546";"77,20595129";"79,89698379";0
2:32:30;903;"3,944852962";"6,879912141";"1,501212993";"76,58775236";"70,02643778";1
2:32:31;386;"2,385059557";"7,57151626";"1,94994816";"74,90436537";"89,86942387";1
2:32:32;915;"1,918258674";"6,022019419";"1,240449833";"77,05961989";"81,93697516";1
2:32:33;578;"3,939704306";"6,079533056";"2,170864094";"74,69116754";"85,13578594";0
2:32:34;792;"4,469095137";"7,376254166";"2,040104446";"81,60454971";"87,20309389";0
2:32:35;791;"2,766349304";"5,886468867";"2,034547076";"75,5540573";"90,29590564";1
2:32:36;475;"2,560386808";"6,38656646";"1,825753781";"85,65965968";"76,08547151";1
2:32:37;443;"2,513207825";"10,57330865";"2,979240989";"77,189589";"73,45100184";1
2:32:38;893;"4,694957369";"3,992180969";"1,515237571";"75,473127";"85,88474739";1
2:32:39;806;"3,899727915";"5,227293447";"2,794372688";"74,17042006";"70,06813041";1
2:32:40;902;"2,743747328";"5,113640046";"1,967662349";"77,3807551";"74,19926023";0
2:32:41;632;"2,158753018";"3,396352839";"1,543052748";"83,51276767";"79,80001956";1
2:32:42;780;"2,099406572";"3,626802191";"2,502829147";"75,05123204";"80,13153179";1
2:32:43;485;"3,796991557";"5,074277285";"2,317513667";"76,53241618";"82,75964048";0
2:32:44;608;"4,824025918";"7,65660751";"3,074874606";"74,75480839";"73,82767643";1
2:32:45;697;"3,207898747";"6,689426815";"2,714551223";"75,37213318";"80,52309838";1
2:32:46;508;"5,760310809";"7,417812982";"3,327537544";"74,10725099";"74,45010898";1
2:32:47;1224;"0,469211705";"3,552624631";"1,348723347";"74,39610932";"83,11012575";0
2:32:48;626;"2,608232484";"6,712785967";"3,085038238";"73,85194165";"76,55805246";1
2:32:49;811;"2,307386884";"4,044584026";"1,439092205";"77,75691201";"78,7091349";0
2:32:50;937;"4,625205826";"9,729380648";"5,158255127";"74,1682709";"73,80742936";1
2:32:51;487;"4,080767517";"6,563899292";"3,14036914";"77,53683586";"84,88374599";1
2:32:52;508;"2,761401344";"4,415968138";"2,309492545";"76,09667304";"79,25227743";1
2:32:53;1154;"2,296651601";"6,495914461";"1,715145043";"76,76709018";"87,38779137";1
2:32:54;689;"2,250577206";"6,564770589";"1,416324765";"77,1980456";"80,23887303";1
2:32:55;658;"2,043852338";"9,326471725";"2,102292187";"86,23459857";"83,89736192";0
2:32:56;1053;"3,229326908";"6,718307893";"2,942557887";"76,16920192";"73,92775592";1
2:32:57;1482;"4,153633962";"4,945679321";"2,184130605";"81,73623379";"92,73498366";1
2:32:58;498;"2,441165477";"2,306356279";"3,163600774";"76,27007587";"80,50111556";1
2:32:59;783;"3,094467258";"8,310253879";"1,429529305";"77,65516422";"79,43222971";1
2:33:00;530;"5,204290187";"7,979384428";"1,695394653";"77,46754937";"81,46789712";1
2:33:01;485;"1,966245391";"3,297081126";"1,720741438";"74,45044987";"83,87736201";0
2:33:02;414;"2,959877902";"9,779070967";"2,704703963";"75,19361841";"70,86677503";1
2:33:03;878;"3,455617475";"6,717950321";"2,667292176";"75,24627949";"80,65363194";1
2:33:04;533;"1,978938303";"6,485261284";"5,949864865";"76,68359135";"88,98720602";1
2:33:05;767;"3,53485651";"4,487744997";"1,562512513";"76,24469511";"81,39828726";0
2:33:06;704;"3,628245929";"6,208172136";"2,091685212";"78,01006303";"82,76762036";1
2:33:07;638;"5,078508159";"5,132750731";"2,227828855";"78,19147839";"74,5041165";0
2:33:08;1088;"4,838102553";"4,993693361";"1,469860986";"79,38148784";"86,77603307";0
2:33:09;1004;"3,08895216";"11,21186735";"1,085684911";"76,87908754";"68,21706633";1
2:33:10;1379;"3,331049105";"2,979491694";"3,156849205";"77,85711494";"80,23453535";0
2:33:11;936;"3,314460108";"4,677689198";"0,853311889";"77,71020641";"66,77505307";1
2:33:12;520;"2,158544654";"4,428864146";"3,05972503";"77,63658865";"81,22087418";1
2:33:13;1359;"4,169003462";"9,383692497";"5,717631999";"85,74915438";"89,29229179";0
2:33:14;771;"3,525258399";"6,83385767";"1,891484335";"82,92860573";"76,59045759";1
2:33:15;818;"5,397644751";"6,131988084";"3,316957104";"77,21434426";"69,53222638";0
2:33:16;717;"3,031110092";"7,099309122";"1,950791551";"75,686064";"81,90780334";0
2:33:17;659;"2,288241891";"4,764121931";"1,627812848";"74,89036923";"72,11191675";0
2:33:18;897;"3,552377198";"8,118598956";"2,806754252";"77,17250217";"78,31054787";1
2:33:19;1060;"2,806662157";"6,86346746";"1,315029493";"84,63821756";"77,681358";0
2:33:20;727;"3,473620845";"8,369935497";"4,156784276";"77,37481623";"87,40956518";1
2:33:21;576;"3,721638129";"5,453007848";"1,298408064";"77,21771629";"77,35930223";0
2:33:22;779;"3,514625009";"6,938582853";"2,326320365";"77,35663011";"76,61238009";1
2:33:23;766;"5,007618463";"6,401495794";"2,758524743";"75,84772852";"77,04195026";1
2:33:24;825;"4,153615267";"7,028772535";"1,293903995";"78,4180521";"79,14641308";1
2:33:25;717;"2,219415017";"8,821054314";"1,913025952";"82,90897637";"73,11630884";1
2:33:26;1583;"2,300041032";"5,819846032";"4,270291675";"76,39674177";"77,1057699";0
2:33:27;505;"2,904714365";"6,246291069";"1,890069506";"75,78633997";"79,50707113";1
2:33:28;771;"3,916701455";"5,136609766";"5,592643368";"85,75711943";"69,27846162";1
2:33:29;699;"2,179805149";"3,904397587";"2,786856707";"75,23938577";"77,20688938";1
2:33:30;894;"2,372567793";"5,142627495";"1,367942592";"74,54895016";"82,83403815";1
2:33:31;629;"4,498698862";"12,61107627";"1,588649423";"74,04284678";"80,81960866";1
2:33:32;562;"2,352617437";"9,587946182";"2,482307768";"76,59417766";"80,43336952";0
2:33:33;648;"1,996696605";"5,445371133";"1,857047556";"74,34798255";"85,53209826";0
2:33:34;692;"2,851029895";"7,518381561";"3,88717076";"76,12155879";"76,13610349";1
2:33:35;845;"3,321214188";"5,202372147";"3,258833026";"76,37839185";"72,81109907";1
2:33:36;2172;"2,500947829";"6,487192259";"1,782569656";"77,49101836";"87,57153836";1
2:33:37;594;"4,729445742";"2,437721166";"1,33544428";"75,55525951";"74,19315777";1
2:33:38;773;"2,122444506";"5,811515566";"1,529038367";"77,81354364";"79,16578699";1
2:33:39;554;"3,069328449";"6,696547515";"3,182408193";"75,46256211";"71,25849872";1
2:33:40;656;"3,727945986";"6,00527126";"1,279341942";"75,12952601";"77,07235635";1
2:33:41;473;"2,63068775";"15,8331589";"3,270429085";"75,18401612";"74,67357636";1
2:33:42;1052;"2,887843313";"5,323554092";"1,88802009";"74,4694064";"75,35553984";0
2:33:43;451;"2,57597981";"9,877693357";"1,812304627";"78,40129";"76,52962941";0
2:33:44;470;"4,372861759";"7,702003548";"1,154741545";"75,82819832";"81,34758935";1
2:33:45;438;"2,549719908";"2,511656714";"1,63878164";"78,77546485";"73,31035807";1
2:33:46;826;"1,977965866";"12,74520565";"1,19703602";"77,02440318";"76,88661187";1
2:33:47;696;"1,858200531";"1,310096659";"4,544082936";"77,2019565";"84,98734522";1
2:33:48;580;"2,230721753";"5,731391009";"2,569654357";"77,12967125";"74,39580689";1
2:33:49;1074;"3,601523569";"5,32598241";"2,131664469";"80,29496503";"85,38792017";0
2:33:50;965;"3,483797969";"10,50528124";"1,1568164";"77,18264628";"80,38176103";1
2:33:51;1185;"2,857627579";"8,166301316";"1,625445921";"82,92674569";"78,72738616";0
2:33:52;524;"3,700731742";"10,93257438";"2,549387523";"74,53313245";"69,16524411";1
2:33:53;1227;"2,590067815";"7,976503853";"2,38063739";"76,63157641";"73,82187192";0
2:33:54;541;"3,748771916";"6,30106059";"1,847131525";"76,70994066";"80,89350668";1
2:33:55;355;"1,88799438";"4,040656759";"2,854719873";"76,32696395";"85,91426877";1
2:33:56;580;"4,4681243";"9,182580668";"2,290049891";"76,15854892";"70,98636487";1
2:33:57;664;"4,052912034";"7,267175974";"3,094775966";"77,13450283";"83,86838479";0
2:33:58;723;"2,994447407";"7,83207672";"2,638920888";"77,91016683";"64,54398486";1
2:33:59;675;"3,561178406";"5,163843547";"1,795378364";"76,68168002";"72,20459429";0
2:34:00;583;"2,250773198";"4,178575691";"1,823460838";"77,56358245";"88,33160217";0
2:34:01;998;"2,548794692";"6,235974662";"2,489779588";"76,89519077";"74,48577659";0
2:34:02;539;"2,584313306";"7,811089594";"1,223713956";"74,36279116";"70,82294013";1
2:34:03;790;"2,266310939";"5,481657841";"5,782505445";"77,81099802";"80,55661433";0
2:34:04;1062;"3,505451377";"10,6759663";"2,828360427";"78,63886486";"64,56515493";1
2:34:05;672;"2,424016598";"1,401521494";"2,898341034";"79,84643935";"76,22757636";0
2:34:06;652;"1,939258636";"6,206836182";"2,037636471";"75,66116464";"71,04484543";1
2:34:07;622;"5,536435803";"4,208269503";"1,426025846";"76,62109518";"83,94320497";1
2:34:08;976;"2,294180227";"5,901785661";"1,784745164";"78,48934171";"83,30364419";1
2:34:09;1011;"2,808924551";"6,346155348";"1,78320593";"76,54144072";"81,07070052";0
2:34:10;558;"5,02509512";"13,62278292";"1,442046305";"77,17211679";"70,26994911";1
2:34:11;958;"4,788685728";"5,104341905";"1,300619225";"75,56111909";"87,84531902";1
2:34:12;872;"4,562843801";"1,976794989";"0,75355915";"83,19102953";"88,46321008";1
2:34:13;618;"2,6171404";"3,379549818";"2,670707013";"75,61417381";"86,03827892";0
2:34:14;448;"1,989825217";"4,281498054";"1,566687856";"74,42308154";"73,52143818";1
2:34:15;803;"4,453384904";"3,140929178";"1,786171957";"82,4747702";"72,0904089";0
2:34:16;613;"4,702312041";"8,451387583";"1,103915151";"82,68872897";"82,40641147";1
2:34:17;451;"2,755170463";"8,194505741";"2,779378552";"76,03151176";"75,68676865";0
2:34:18;670;"1,650779843";"4,093380223";"3,08845721";"74,24692223";"89,27085913";1
2:34:19;515;"3,404753052";"9,213680287";"2,92568071";"73,82385678";"66,8646878";1
2:34:20;1383;"2,270346982";"8,695238554";"2,208566943";"77,56619052";"87,5807476";0
2:34:21;222;"2,797217195";"3,894904671";"1,590260479";"77,83881768";"67,61777441";1
2:34:22;905;"3,980691201";"5,122327349";"0,817145456";"78,40921715";"79,10283545";1
2:34:23;633;"2,367211713";"4,645571317";"1,054295701";"76,81735037";"81,12730043";0
2:34:24;442;"3,054944806";"4,182599615";"2,79049836";"75,11791879";"72,63209893";1
2:34:25;426;"4,338599218";"5,629390237";"4,160314737";"79,63018774";"86,73689902";1
2:34:26;844;"3,126165553";"6,368980744";"1,751784543";"83,91183144";"76,25637226";1
2:34:27;1232;"3,296459064";"3,338734654";"5,843026169";"76,27534943";"76,5489215";0
2:34:28;1158;"2,593497993";"5,206824398";"2,031156309";"76,58724602";"79,12293513";1
2:34:29;675;"4,380166234";"4,336278283";"2,724558369";"81,80574573";"90,04736915";0
2:34:30;763;"1,829903561";"4,084033309";"1,04929096";"76,01712392";"83,26508302";1
2:34:31;604;"2,602116906";"6,599066253";"3,005501275";"77,93485989";"90,3306856";0
2:34:32;539;"2,279224896";"10,86779042";"2,450391898";"81,48081532";"78,08054354";0
2:34:33;516;"4,37331772";"1,427812409";"1,461577561";"84,06752603";"72,22145067";1
2:34:34;420;"4,747235372";"13,09967775";"3,0999538";"76,20079962";"73,01770278";1
2:34:35;462;"4,174993155";"1,377444984";"2,90277299";"73,74129801";"80,76678449";1
2:34:36;1101;"2,70897598";"5,858343004";"1,690492993";"76,49197691";"84,8007114";0
2:34:37;787;"2,497371456";"6,363422051";"2,727148785";"77,81435135";"75,54814482";1
2:34:38;542;"2,243619111";"5,893222231";"2,209743109";"76,04599946";"79,23614284";1
2:34:39;616;"2,800752483";"7,744998521";"2,238842912";"74,90263938";"77,02421787";1
2:34:40;675;"4,132961186";"7,653943936";"2,940653316";"77,77414052";"77,49144361";0
2:34:41;647;"2,246459095";"11,61380616";"2,689031995";"82,94242119";"79,53210473";0
2:34:42;861;"1,73843833";"4,307443802";"1,872592603";"77,07319942";"75,30708098";1
2:34:43;987;"2,695108041";"5,729253778";"2,955142096";"77,73877474";"90,20909433";0
2:34:44;757;"2,963685683";"4,731725761";"6,352513002";"77,72180315";"76,52906552";1
2:34:45;1491;"4,369566158";"5,194234994";"1,034553186";"77,5038027";"72,20580849";0
2:34:46;868;"3,079106643";"5,265877151";"1,816541426";"77,53504297";"69,25143597";0
2:34:47;987;"4,490323803";"4,15726387";"1,13433729";"76,63368207";"82,25107939";1
2:34:48;1489;"5,020693605";"5,685678147";"1,73645363";"77,57604219";"86,36662202";0
2:34:49;543;"5,243984949";"8,415203275";"2,606358225";"75,91603747";"75,88605653";1
2:34:50;806;"3,299033644";"4,51804168";"5,289693903";"86,40074247";"81,5577424";0
2:34:51;487;"3,783765839";"8,63043842";"2,887838863";"76,38109494";"87,39943575";1
2:34:52;1178;"4,249298819";"3,439974816";"2,370488426";"77,29442867";"84,89776267";0
2:34:53;759;"2,75772914";"7,978072176";"2,068752094";"74,44554667";"80,34426271";0
2:34:54;640;"2,450913346";"4,893344374";"3,150025255";"76,74967375";"88,60312162";1
2:34:55;514;"3,541638206";"5,792818006";"1,718607656";"75,16326694";"88,75269463";1
2:34:56;359;"4,495708511";"5,530627304";"2,542255057";"78,45333971";"82,11890617";1
2:34:57;1582;"5,968325465";"7,461266367";"1,962393452";"75,26148829";"71,12982757";0
2:34:58;485;"2,754458406";"0,464514665";"2,405667293";"76,27224433";"89,43656359";0
2:34:59;464;"3,926507002";"2,563041655";"5,941705403";"76,52228339";"76,26797119";0
2:35:00;1152;"2,24962508";"7,320478819";"5,736050978";"77,63533908";"71,52372101";1
2:35:01;472;"2,710397879";"4,817587688";"1,130828516";"76,57590566";"70,56360483";1
2:35:02;649;"3,489845307";"9,905419625";"2,826324067";"78,14206701";"67,50413496";1
2:35:03;870;"2,79386594";"7,302392432";"0,909014064";"75,86929532";"83,8800735";1
2:35:04;484;"2,643658154";"4,587758583";"2,426205949";"82,48365708";"81,30715217";1
